Restaurants Type,id,name,city,avgRating,cuisines,costForTwoStrings,deliveryTime,minDeliveryTime,maxDeliveryTime,locality,unserviceable,Vegetarian
Fine,190721,Gupta Dhaba,Kolkata,3.3,"['Biryani','Indian','Mughlai','North,Indian','Chinese']",250,62,54,54,munsi para ( lalabagan),False,False
Fine,300474,Bijoli Grill,Kolkata,4.3,['Chinese'],800,58,52,52,Salt Lake,False,False
Fine,432030,Masala 21,Kolkata,4.2,['Indian'],300,66,60,60,Dumdum,False,False
Fine,410033,The sandbox cafe,Kolkata,0.0,['Chinese'],300,71,63,63,Central Kolkata,False,False
Fine,439035,The Biryani Bowl,Kolkata,0.0,"['North,Indian','Biryani']",200,73,65,65,Central Kolkata,False,False
Fine,450212,Amigo's Corner,Kolkata,0.0,"['Chinese','Indian','Pizzas','Pastas','Biryani','Desserts']",300,72,64,64,New Area,False,False
Fine,94438,Adil Biryani Centre,Kolkata,4.1,['Biryani'],200,58,50,50,shamshul road Park Circus,False,False
Fine,77726,Little pleasures,Kolkata,4.6,"['Bakery','Desserts']",300,54,51,51,Near Hagen Daz,False,False
Fine,124751,Chettys Corner,Kolkata,4.7,"['Fast,Food']",200,64,56,56,Justice Chandramahadeb Road Sreepally Bhowanipore,False,True
Fine,225932,Just Fries,Kolkata,4.1,"['American','Snacks','Fast,Food','Ice,Cream','Desserts']",250,63,55,55,Central Kolkata,False,False
Fine,161627,Ziqra restaurant,Kolkata,3.8,['Mughlai'],300,64,58,58,BT Road,False,False
Fine,391343,Masala Factory,Kolkata,4.1,"['Indian','Biryani','Tandoor']",350,69,61,61,Central Kolkata,False,False
Fine,312567,EIGHTY EIGHT PLUS CAFE,Kolkata,0.0,"['Indian','Salads','Beverages']",450,63,55,55,Bhowanipore Land Mark -HDFC BANK P.C Chandra JewellersBhowanipore,False,False
Fine,349802,DHABA WALLA,Kolkata,3.1,"['North,Indian','Tandoor','Fast,Food','Combo','Chinese']",300,69,61,61,Central Kolkata,False,True
Fine,16489,My Big Fat Belly,Kolkata,4.3,"['Italian','American']",600,67,59,59,Opposite Dugout,False,False
Fine,361498,CHINESE PANDA,Kolkata,3.7,"['Chinese','Asian','Combo','Tibetan','Oriental','Thai','Pan-Asian']",400,70,62,62,Central Kolkata,False,False
Fine,376240,Sabka Club,Kolkata,0.0,"['Continental','Italian','North,Indian']",500,76,68,68,Central Kolkata,False,False
Fine,3083,Fast Filling - Allenby road,Kolkata,3.7,"['North,Indian','Chinese','South,Indian','Chaat','Thalis','Combo','Street,Food','Fast,Food','Snacks','Pizzas','Pastas','Mexican','Indian','Italian','Continental','Biryani','Kebabs']",250,78,70,70,Allenby Road,False,True
Fine,370471,CAFE STADIA,Kolkata,0.0,"['Oriental','Indian','Continental','Italian','Beverages']",280,57,51,51,Salt Lake,False,False
Fine,203947,Hyatt-La Cucina,Kolkata,0.0,"['Indian','Asian','Italian','Bakery']",400,59,53,53,Hyatt RegencySALTLAKE,False,False
Fine,311795,MiyanSaab,Kolkata,0.0,"['Biryani','Kebabs','Fast,Food']",400,71,63,63,Bally,False,False
Fine,311800,DownTown Asia,Kolkata,0.0,"['Asian','Chinese']",400,66,58,58,Bally,False,False
Fine,312237,The Roll Co.,Kolkata,0.0,"['Fast,Food']",200,68,60,60,Central Kolkata,False,False
Fine,200531,Riyasat-e-Hind,Kolkata,3.9,"['North,Indian','Chinese','Kebabs','Mughlai','Continental']",400,65,57,57,Central Kolkata,False,False
Fine,31827,Crazzy Momo,Kolkata,0.0,['Tibetan'],250,68,60,60,Near Saha Nagar Park,False,True
Fine,224354,Kake D Hatti,Kolkata,3.9,"['North,Indian']",400,66,58,58,Central Kolkata,False,False
Fine,373963,Pocket Meal 99,Kolkata,3.8,"['North,Indian','Biryani','Mughlai','Bengali','Snacks']",200,63,60,60,Alipore,False,False
Fine,378671,Let's Talk Momo,Kolkata,4.1,"['Chinese','Fast,Food']",300,64,61,61,Alipore,False,True
Fine,230414,35 Bar & Lounge,Kolkata,0.0,"['Asian','Continental','Indian']",1000,70,62,62,Central Kolkata,False,False
Fine,355133,Blue Tokai Coffee Roasters,Kolkata,4.5,"['Healthy,Food','American','Lebanese','Mediterranean','European','Juices','Middle,Eastern']",400,57,54,54,South Kolkata,False,False
Fine,293616,Daily Bhoj,Kolkata,4.0,"['Bengali','Thalis','Indian','Combo']",200,72,64,64,Tangra,False,False
Fine,327900,Behnam,Kolkata,3.7,"['Biryani','North,Indian','Mughlai','Kebabs','Lucknowi','Awadhi']",500,75,67,67,Tangra,False,False
Fine,372027,Golden Platter,Kolkata,0.0,"['Chinese','Indian','Salads','Beverages']",300,65,60,60,Burrabazar,False,False
Fine,249957,Rosoighorer Rohosyo,Kolkata,4.2,"['Bengali','Thalis','Combo','Snacks','Chinese']",300,59,53,53,Kankurgachi,False,False
Fine,237103,The Flaming Bowl,Kolkata,4.1,"['Chinese','Thai','Japanese','Burmese','North,Indian']",1000,67,59,59,Bhawanipore,False,True
Fine,408214,THE EGG STORY,Kolkata,0.0,"['Chinese','Combo','Italian','Indian']",200,66,58,58,Central Kolkata,False,False
Fine,57426,Mavericks Cafe,Kolkata,4.0,"['Italian','Chinese','Indian']",450,76,68,68,Opposite Icy Fusion,False,False
Fine,354371,Snack N Go,Kolkata,0.0,"['Snacks','Beverages','Desserts']",400,58,52,52,Salt Lake,False,False
Fine,376140,Kapoor Pind Dhabaa,Kolkata,4.1,"['Indian','Chinese','Desserts','Beverages','Biryani']",300,67,64,64,Bhawanipore,False,False
Fine,409534,24 SEVEN,Kolkata,4.2,"['Chinese','Fast,Food','Indian']",200,72,64,64,Ballygunge,False,False
Fine,377061,Keventers Ice Cream,Kolkata,4.6,"['Ice,Cream','Desserts']",300,64,56,56,Sarat Bose Road,False,True
Fine,48446,Green Palace,Kolkata,4.3,"['Chinese','North,Indian']",600,75,67,67,Near Indian Bank - Bhawanipur Branch,False,False
Fine,448272,My Dream Kitchen,Kolkata,0.0,"['Biryani','Indian','Mughlai','Punjabi','Snacks']",200,82,76,76,New Area,False,False
Fine,375637,House Of Dimsums,Kolkata,3.8,"['Chinese','Thai']",650,76,68,68,Central Kolkata,False,False
Fine,352528,Fung Fa,Kolkata,0.0,"['Chinese','Indian','Fast,Food']",900,76,68,68,Tangra,False,False
Fine,118380,SFC Food Funda,Kolkata,0.0,"['Fast,Food','Biryani']",250,68,60,60,Tiljala,False,False
Fine,42725,Saatvik,Kolkata,4.3,"['Continental','North,Indian','Chinese']",800,68,60,60,Near Loha Singh hotel,False,True
Fine,368923,Grill Ghar,Kolkata,0.0,['Chinese'],200,63,57,57,Lake Town,False,False
Fine,40297,Soul Cafe,Kolkata,0.0,"['Italian','Bakery']",250,60,57,57,BESIDE APOLLO HOSPITAL,False,False
Fine,99304,Jungle Safari,Kolkata,4.3,"['North,Indian']",900,58,55,55,Mani Square Mall,False,False
Fine,20234,Sigree Global Grill,Kolkata,3.8,"['North,Indian','Biryani']",700,77,69,69,Science City Area,False,False
Fine,257701,BOWLOUT,Kolkata,4.4,"['Healthy,Food','Arabian','Continental','Salads']",400,83,75,75,Tiljala Topsia,False,False
Fine,379281,Rita's Cafe,Kolkata,4.5,"['South,Indian','Snacks','Beverages']",300,56,50,50,Salt Lake,False,False
Fine,419838,S.P Kitchen,Kolkata,3.1,"['Chinese','Combo']",300,58,52,52,Rajarhat,False,False
Fine,97522,Flame & Grill,Kolkata,4.5,"['North,Indian','Continental']",900,67,64,64,Mani Square Mall,False,False
Fine,157841,Fryman,Kolkata,4.2,"['Chinese','South,Indian','Combo']",350,64,59,59,Beleghata Main Road,False,False
Fine,41264,Raviz,Kolkata,4.0,"['North,Indian','Chinese']",400,68,60,60,Bhawanipur,False,False
Fine,181435,Sundaram Restaurant,Kolkata,0.0,"['North,Indian','South,Indian','Chinese']",200,63,57,57,Salt Lake,False,False
Fine,389226,Urban Cloud,Kolkata,4.3,"['Biryani','Chinese','North,Indian','Fast,Food','Pizzas']",300,76,68,68,Central Kolkata,False,False
Fine,115073,Ice-O-Metry,Kolkata,3.7,"['Desserts','Ice,Cream']",250,68,60,60,Near - landsdowne Paddapukur,False,True
Fine,308245,Bengal Dhaba,Kolkata,4.0,"['Indian','Chinese','Biryani','Bengali','Continental']",1100,66,60,60,Lake Town,False,False
Fine,332302,Papa Pencho Da Dhaba,Kolkata,3.8,"['Indian','Chinese','Biryani']",300,67,64,64,South Kolkata,False,False
Fine,284648,Calcutta Canteen,Kolkata,0.0,['Bengali'],500,71,63,63,Science City Area,False,False
Fine,49122,Denzong Kitchen,Kolkata,4.2,"['Tibetan','Chinese']",250,67,64,64,Indira Roy Road,False,False
Fine,31993,Prity's Kitchen,Kolkata,4.2,"['Chinese','Thai']",300,60,57,57,Broad Street,False,False
Fine,5994,The Darjeeling,Kolkata,4.0,"['Chinese','Nepalese','Tibetan']",500,73,67,67,Near City Centre 1,False,False
Fine,164383,Lalla Biryani Corner,Kolkata,4.0,['Biryani'],200,63,57,57,Raja Mnindra road,False,False
Fine,416315,Taste House,Kolkata,0.0,"['Chinese','Seafood']",280,69,63,63,Dumdum,False,False
Fine,338518,A ONE COLLFI,Kolkata,0.0,"['Ice,Cream','Indian']",200,69,61,61,Tangra,False,False
Fine,250077,TADKA,Kolkata,4.3,"['North,Indian','Biryani','Kebabs','Snacks','Indian','Desserts']",400,61,58,58,South Kolkata,False,False
Fine,337877,Kake De Paranthe,Kolkata,4.1,['Indian'],300,65,62,62,South Kolkata,False,False
Fine,396127,The Pizza Palace,Kolkata,4.5,"['Chinese','Italian','Beverages','Pizzas','Snacks']",450,69,61,61,Central Kolkata,False,False
Fine,249765,Noodle Chef,Kolkata,4.0,"['Chinese','Fast,Food']",350,60,57,57,South Kolkata,False,True
Fine,10601,6 Ballygunge Place Ballygunge,Kolkata,4.5,['Bengali'],1000,71,68,68,Ballygunge,False,False
Fine,417079,JOHAR,Kolkata,0.0,"['Bengali','Indian']",300,72,66,66,Salt Lake,False,False
Fine,453532,Noni ramish Nataraj restaurant,Kolkata,0.0,"['Indian','Biryani','Chinese']",540,66,60,60,Dumdum,False,False
Fine,405139,Gambit's Pizza,Kolkata,4.1,"['Italian','Pizzas','Chinese','Combo']",250,69,66,66,South Kolkata,False,False
Fine,451188,Salt N Spice,Kolkata,0.0,"['Fast,Food','Beverages','Snacks','Chinese','Ice,Cream','Combo']",350,65,62,62,Alipore,False,False
Fine,3010,Ballygunge Dhaba,Kolkata,4.3,"['North,Indian','Biryani','Chinese']",500,59,56,56,Ballygunge,False,False
Fine,451101,Shawarma Nation,Kolkata,4.7,"['Middle,Eastern','Fast,Food','Lebanese']",300,65,62,62,South Kolkata,False,False
Fine,323713,Mizuki,Kolkata,4.0,"['Asian','Chinese','Fast,Food']",200,77,69,69,Central Kolkata,False,False
Fine,454385,Snack On Sushi,Kolkata,0.0,"['Chinese','Beverages']",1000,78,75,75,South Kolkata,False,False
Fine,393310,BIKA,Kolkata,3.7,"['Indian','Chinese','Fast,Food','Continental','Street,Food','Sweets']",200,66,60,60,Golaghata Road,False,True
Fine,24744,Fast Bite,Kolkata,4.4,['Tandoor'],250,67,59,59,Opp Hindu Gorosthan,False,False
Fine,18857,Red Hot Chilli Pepper,Kolkata,4.4,['Chinese'],1000,62,59,59,Ballygunge Circular Road,False,False
Fine,85642,Albela Biryani,Kolkata,4.1,"['Biryani','Tandoor']",200,70,62,62,Ruby,False,False
Fine,4587,Ranjan's,Kolkata,4.2,"['North,Indian','Chinese']",200,56,50,50,Sector 3,False,False
Fine,86835,Ghosh Food corner,Kolkata,3.9,"['South,Indian','North,Indian','Chinese','Punjabi','Snacks']",250,68,62,62,Dumdum,False,True
Fine,25137,Baati Chokha,Kolkata,4.3,"['North,Indian','Indian']",500,55,49,49,ATI more/ Opp Chinese Embassy,False,True
Fine,252761,aannaz,Kolkata,3.9,"['Indian','Chinese','Biryani','Snacks','Thalis','Combo','Pizzas','Juices','North,Indian','Fast,Food']",350,65,59,59,Dumdum,False,False
Fine,168361,Chacha's kitchen,Kolkata,4.3,"['Fast,Food','Biryani','Chinese','Combo','Snacks']",200,73,67,67,Dumdum,False,False
Fine,417051,Paradise kitchen,Kolkata,0.0,"['Fast,Food','Beverages']",250,68,65,65,Tangra,False,False
Fine,294492,ITC Royal Bengal - Gourmet Couch,Kolkata,4.4,"['Asian','Pan-Asian','Korean','Italian','Pizzas','Continental','Pastas','North,Indian','Mughlai','Biryani','Grill','Seafood','Kebabs','Desserts']",1000,87,79,79,Banquet Gate ITC Sonar,False,False
Fine,290995,THE RIGHT CHOICE,Kolkata,4.3,"['Fast,Food','Chinese','Biryani','Combo','Snacks']",250,69,63,63,Lala Babu Lane,False,False
Fine,218372,Afsa Biriyani,Kolkata,0.0,['Biryani'],200,71,63,63,Tangra,False,False
Fine,418311,biryani hub,Kolkata,0.0,['Biryani'],199,76,68,68,Central Kolkata,False,False
Fine,339835,Ghoshs kitchen,Kolkata,3.5,"['South,Indian','North,Indian','Chinese','Punjabi','Snacks','Combo']",250,67,61,61,Dumdum,False,False
Fine,122909,Kaviar,Kolkata,4.0,"['North,Indian','Chinese']",200,68,62,62,K.B SaraniBelgachia,False,False
Fine,304826,Fusion Pavilion,Kolkata,4.0,"['American','Italian']",300,71,65,65,Salt Lake,False,False
Fine,39164,Awesome,Kolkata,4.4,"['Chinese','Thai']",600,65,59,59,Near Sugar and Spice,False,False
Fine,416281,BEETBOX HEALTH BAR,Kolkata,4.7,"['Healthy,Food','Mexican','Lebanese','Desserts']",300,66,63,63,Beltala Road,False,False
Fine,333038,CAKE N COOKI,Kolkata,0.0,['Bakery'],300,78,70,70,Tangra,False,True
Fine,95278,Delhi cake point,Kolkata,4.3,"['Bakery','Fast,Food']",200,73,65,65,Indian Leather Complex,False,False
Fine,270665,Rakshit Cakes and Restaurant,Kolkata,3.5,"['Bakery','Desserts','Bengali','Fast,Food','Snacks','Sweets']",250,63,57,57,Dumdum,False,False
Fine,304570,Fabelle Chocolates - ITC Sonar,Kolkata,4.5,"['Bakery','Desserts','Sweets']",600,72,64,64,Banquet Gate ITC Sonar,False,False
Fine,389902,Bonophool Restaurant,Kolkata,0.0,"['North,Indian','Tandoor','Biryani','Kebabs']",500,70,67,67,Alipore,False,False
Fine,453494,Red Chilly,Kolkata,0.0,"['Chinese','Combo']",400,58,52,52,Salt Lake,False,False
Fine,334998,ITC Hotels - Biryani & Pulao Collection,Kolkata,0.0,"['Biryani','North,Indian','Desserts']",1000,89,81,81,Banquet Gate ITC Sonar,False,False
Fine,296634,Deli Bread,Kolkata,4.3,"['Chinese','Biryani','North,Indian']",250,63,57,57,Dumdum,False,False
Fine,5800,Rasam - The Stadel Hotel,Kolkata,4.3,"['South,Indian']",300,59,53,53,Sector 3,False,True
Fine,5802,First Innings - The Stadel Hotel,Kolkata,4.5,"['North,Indian','Chinese','Continental']",800,69,63,63,Sector 3,False,False
Fine,127056,Blue star restaurant,Kolkata,4.3,['Mughlai'],300,57,53,53,Ruby,False,False
Fine,37998,Papa Chow,Kolkata,3.9,"['Chinese','Tibetan']",200,63,57,57,Near Bypass Dhaba,False,False
Fine,9979,Chopstick - Ballygunge,Kolkata,3.7,['Chinese'],400,64,61,61,South Kolkata,False,False
Fine,379995,Byepass Dhaba,Kolkata,4.3,"['North,Indian','Chinese','Biryani','Tandoor']",600,60,54,54,Salt Lake,False,False
Fine,118994,Uddta Punjab by Don Gio (Science City),Kolkata,3.8,"['North,Indian','Fast,Food']",900,61,55,55,Metropolitan Housing Society,False,False
Fine,65033,Chandigarh Hotel,Kolkata,4.1,['Indian'],300,62,56,56,Near Kolkata Shastro Police,False,False
Fine,451515,BHARAT BIRYANI,Kolkata,0.0,"['Biryani','Indian','Combo']",350,70,62,62,Central Kolkata,False,False
Fine,148916,Abcos Food Plaza,Kolkata,4.3,"['Bengali','Continental','North,Indian','Chinese']",1200,63,57,57,Behind Columbia Asia Hospital,False,False
Fine,17595,Khichdi Khichri,Kolkata,4.3,['Indian'],350,63,57,57,Near Bypass Dhaba,False,False
Fine,451616,Cremewich,Kolkata,0.0,"['Ice,Cream']",260,68,65,65,South Kolkata,False,True
Fine,371085,HIM CREAM,Kolkata,0.0,"['Ice,Cream','Bakery','Desserts']",200,60,54,54,Salt Lake,False,False
Fine,4600,Le Coffee Creme,Kolkata,3.9,"['Combo','Chinese','Continental','Italian','Fast,Food','Mexican']",600,68,62,62,Sector 1,False,False
Fine,420277,QFC - Quality Fried Chicken ,Kolkata,4.6,"['Indian','American']",300,61,55,55,Salt Lake,False,False
Fine,28359,Snax Point,Kolkata,4.0,"['Continental','Pizzas','Pastas','American','Tibetan','Fast,Food','Beverages','Desserts','Combo','Biryani']",250,56,50,50,Near Broadway Mall,False,True
Fine,425918,DIPAS KITCHEN,Kolkata,3.8,"['North,Indian','Chinese','Snacks']",200,77,71,71,Salt Lake,False,False
Fine,313228,QUEEN'S,Kolkata,0.0,['Indian'],300,64,58,58,Salt Lake,False,False
Fine,91168,Icy Fusion,Kolkata,4.3,"['Ice,Cream']",300,59,53,53,Opposite Biddhannagr College Near City Center 1,False,True
Fine,282159,Biggies Burger,Kolkata,4.3,"['Indian','Fast,Food']",300,55,49,49,Salt Lake,False,False
Fine,84962,Curry nation,Kolkata,0.0,"['Indian','Chinese']",500,68,62,62,SECTOR-3,False,False
Fine,343688,MISHRA'S,Kolkata,4.1,"['North,Indian','Bengali','Tandoor']",300,63,57,57,Salt Lake,False,False
Fine,60555,Haze,Kolkata,0.0,"['Italian','Continental']",800,70,67,67,Near Ushanath Sen Square Park,False,False
Fine,91289,Snacky Chicken,Kolkata,4.1,"['American','Biryani','Pastas','Combo','Continental','Tibetan','Fast,Food','Beverages','Salads']",250,59,53,53,IB Block Broadway Mall Sector,False,False
Fine,25900,Chowrasia Chaats,Kolkata,3.9,"['Street,Food','Snacks']",150,55,49,49,Besides Carnival/broadway Mall,False,True
Fine,81616,Superstar Haji Biryani,Kolkata,3.8,"['Biryani','Tandoor']",300,59,53,53,Near Mom's Kitchen,False,False
Fine,273836,MAYER HATER RANNA,Kolkata,4.2,"['Bengali','Thalis']",250,73,67,67,PAIKPARA,False,False
Fine,456394,SANJIB DA DHABA 4U,Kolkata,0.0,"['North,Indian','Biryani','Seafood']",500,72,69,69,New Area,False,False
Fine,11858,The Corner Courtyard,Kolkata,3.6,"['Italian','Continental']",1100,73,70,70,Sarat Bose Road Near Hazra,False,False
Fine,196512,The Melbourne Cafe,Kolkata,4.3,['Cafe'],300,52,46,46,Salt Lake,False,False
Fine,96772,Chennai Square,Kolkata,4.6,"['South,Indian']",500,59,53,53,Broadway Mall Carnival Cinemas & Big Bazaar Building Block IB,False,True
Fine,115089,New Simla Restaurant,Kolkata,3.9,['Biryani'],150,52,46,46,Saltlake Sector-IV,False,False
Fine,165375,Shyamali's Fast Food Centre,Kolkata,4.5,"['Indian','Chinese']",200,69,63,63,Shyamali's Fast Food Centre,False,False
Fine,115093,Oudh 1590,Kolkata,4.3,"['Biryani','Mughlai','North,Indian','Awadhi','Kebabs','Lucknowi']",1000,71,65,65,Kalindi,False,False
Fine,52460,Aahar Restaurant,Kolkata,4.3,"['Indian','Chinese']",400,66,60,60,Outside EC Market,False,False
Fine,327882,Mitra brothers Fast Food Corner,Kolkata,0.0,"['Chinese','North,Indian']",200,79,73,73,Dumdum,False,False
Fine,16472,The Silk Route,Kolkata,3.5,['Chinese'],400,65,62,62,Opp Padmashree Movie Hall,False,False
Fine,33520,Flambe - Hotel The Sojourn,Kolkata,0.0,"['Indian','Chinese','Continental']",800,69,63,63,Near AMRI hospital,False,False
Fine,361556,SAFE HOUSE,Kolkata,3.4,"['Continental','Pizzas','Chinese']",200,64,58,58,Salt Lake,False,False
Fine,180310,Urban Masala,Kolkata,4.3,"['Indian','Chinese','Continental','Italian','Tandoor']",500,68,62,62,Lake Town,False,True
Fine,239456,Kouzina express,Kolkata,4.2,"['North,Indian','Chinese','Italian','Biryani','Healthy,Food','Kebabs','Beverages','Desserts']",800,58,52,52,Salt Lake,False,False
Fine,33093,Ice & Spice,Kolkata,3.9,"['Indian','Chinese','Biryani','North,Indian','Combo','Beverages','Desserts']",300,66,60,60,Near Satyanarayan Mistana Bhandar,False,False
Fine,380461,Nandalal Sweets,Kolkata,3.8,['Sweets'],200,57,53,53,Ruby Area,False,False
Fine,38178,Steaming Mug,Kolkata,4.4,['Italian'],250,77,71,71,Near Satyanarayan Mistana Bhandar,False,False
Fine,173261,ALLEN kitchen saveurs de calcutta,Kolkata,4.2,"['Fast,Food','North,Indian','Mexican','Snacks']",200,73,70,70,WARD NO.72,False,False
Fine,56553,Kolkata Kitchen,Kolkata,4.2,"['Indian','Chinese']",300,75,72,72,Hazra,False,False
Fine,97413,Abar Bangali,Kolkata,3.8,['Bengali'],300,66,60,60,Sarba Khan Road Kolkata,False,False
Fine,312213,Port 15,Kolkata,4.2,"['Chinese','Tandoor','Continental']",1000,64,58,58,Salt Lake,False,True
Fine,322450,BIRYANI 4U,Kolkata,0.0,"['Fast,Food']",450,82,74,74,Tangra,False,False
Fine,435482,Biryani ADDA,Kolkata,0.0,['Biryani'],150,79,73,73,Dumdum,False,False
Fine,30163,Goutam's - City Centre 1,Kolkata,4.1,"['Chinese','Fast,Food','Beverages']",250,61,55,55,Opp City Centre 1,False,False
Fine,426223,Taza home made food,Kolkata,0.0,['Chinese'],299,76,73,73,Alipore,False,False
Fine,434278,Pinch of Spice,Kolkata,0.0,"['Chinese','Biryani','Combo']",300,61,55,55,Salt Lake,False,False
Fine,4599,Balle Balle Dhaba,Kolkata,4.1,"['North,Indian','Punjabi','Biryani']",500,59,53,53,Sector 1,False,False
Fine,347487,Rang De Basanti Dhaba,Kolkata,4.3,"['North,Indian','Kebabs','Biryani','Snacks','Combo','Punjabi','Desserts','Tandoor','Indian']",350,64,61,61,South Kolkata,False,False
Fine,457540,Madhu's Biryani,Kolkata,0.0,['Biryani'],260,70,64,64,Dumdum,False,False
Fine,264634,Kloud Kitchen,Kolkata,4.1,"['Tandoor','Chinese','Continental']",250,63,57,57,Salt Lake,False,False
Fine,6775,Petuk,Kolkata,4.0,"['Mughlai','Chinese','Fast,Food']",350,70,67,67,Near Sujata Sadan Theater Hazra,False,False
Fine,46126,Tara's Kitchen,Kolkata,0.0,"['Bengali','Thalis','North,Indian','Snacks','Combo','Healthy,Food','Indian']",200,80,77,77,Ekdalia,False,False
Fine,38986,Kouzina Mining Co.,Kolkata,4.2,"['North,Indian','Biryani','Chinese','Italian','Healthy,Food','Kebabs','Beverages','Desserts']",1200,62,56,56,Near Tank no. 3,False,False
Fine,396407,Gopalas Pure Veg Multi-Cuisine Restaurant,Kolkata,4.4,['Indian'],300,65,62,62,South Kolkata,False,True
Fine,436133,AQUAJAVA PLUSH,Kolkata,0.0,['Beverages'],800,66,60,60,Salt Lake,False,True
Fine,433208,Jessore Local,Kolkata,0.0,['Bengali'],300,70,67,67,South Kolkata,False,False
Fine,433219,PUNJABI PALTAN,Kolkata,0.0,"['North,Indian']",300,70,67,67,South Kolkata,False,False
Fine,319942,KITCHEN 165 - NX Hotel,Kolkata,0.0,"['Indian','Chinese']",500,71,65,65,Salt Lake,False,False
Fine,430964,Pizza hutt,Kolkata,0.0,"['Pizzas','Fast,Food']",200,83,75,75,Central Kolkata,False,False
Fine,425752,Loafers Cafe,Kolkata,0.0,"['Desserts','Bakery','Italian','Pizzas','Pastas']",200,60,54,54,Salt Lake,False,False
Fine,321164,Saptapadi,Kolkata,4.2,"['Bengali','Thalis']",500,57,51,51,Salt Lake,False,False
Fine,399591,Caravan Cafe,Kolkata,4.4,"['Continental','Italian','American']",500,68,62,62,Salt Lake,False,False
Fine,70681,3 Idiots Dhaba,Kolkata,3.3,"['Indian','Chinese']",300,64,60,60,Picnic Garden,False,False
Fine,333385,Omelette King,Kolkata,4.2,"['Indian','Fast,Food','Snacks']",400,66,63,63,South Kolkata,False,False
Fine,165276,Arman Biriyani,Kolkata,4.1,['Biryani'],250,64,60,60,Picnic Garden,False,False
Fine,336555,Drinking,Kolkata,4.1,['Beverages'],200,65,62,62,South Kolkata,False,False
Fine,19940,CALCUTTA 64,Kolkata,4.4,['Continental'],550,60,54,54,Sector 1,False,False
Fine,435950,MUGHLIANA,Kolkata,0.0,['Mughlai'],300,65,59,59,Salt Lake,False,False
Fine,3007,Tandoori Darbar,Kolkata,4.4,"['North,Indian','Chinese','Tandoor','Biryani','Beverages','Desserts']",500,71,68,68,Hazra Road,False,False
Fine,252048,Food Peddler Sandwiches,Kolkata,4.5,"['Fast,Food','Continental','Beverages','Snacks','Healthy,Food','Combo']",300,70,67,67,Kalighat (Hazra),False,False
Fine,429659,The Shiraaz,Kolkata,0.0,"['Indian','Chinese','Kebabs']",250,71,65,65,Lake Town,False,False
Fine,279580,Punjab di Thali,Kolkata,4.1,"['Thalis','Combo','North,Indian']",300,67,64,64,South Kolkata,False,False
Fine,257776,The Noodle Street,Kolkata,4.1,"['Chinese','Combo']",300,67,64,64,South Kolkata,False,False
Fine,29425,Momo I am,Kolkata,4.4,"['Asian','Chinese','Tibetan']",350,57,51,51,Beides Kalyan Jewellery CC1 salt lake,False,False
Fine,9235,Glace Patisserie,Kolkata,4.4,"['Desserts','Bakery','Salads','Continental','Fast,Food','Snacks','Pastas']",250,68,65,65,Near Bondel Road Shitala Mandir,False,False
Fine,347372,Deja Bowl,Kolkata,4.0,"['North,Indian','Chinese','Biryani','Punjabi','Combo','Desserts','Indian']",250,63,60,60,South Kolkata,False,False
Fine,33671,Drunken Monkey,Kolkata,4.2,"['Healthy,Food','Beverages','Juices']",250,70,62,62,On Manohar pukur crossing,False,False
Fine,347875,Curry & Crust- Tandoori Pizza,Kolkata,0.0,"['Pizzas','Tandoor','Fast,Food','Indian']",250,76,73,73,South Kolkata,False,False
Fine,139470,Krazzy For Ice Cream Sundae,Kolkata,3.6,"['Ice,Cream','Desserts','Beverages']",350,63,57,57,EC 45 Sector,False,True
Fine,375941,Namak,Kolkata,4.2,"['North,Indian','Chinese','Oriental','Italian','Biryani','Kebabs','Healthy,Food','Desserts','Beverages']",800,59,53,53,Salt Lake,False,False
Fine,413956,Hangry Baba,Kolkata,0.0,"['Chinese','Tibetan']",300,67,61,61,Salt Lake,False,False
Fine,408153,The Bread Ninja,Kolkata,0.0,"['Italian','Pizzas']",200,77,74,74,Alipore,False,False
Fine,346195,ABDULLAH 16,Kolkata,4.2,"['Chinese','Indian','North,Indian']",250,65,61,61,Tangra,False,False
Fine,47964, momoZon,Kolkata,3.9,"['Chinese','Tibetan']",200,58,52,52,salt lake sector 2 salt lake,False,False
Fine,282990,Once upon a Noodle by Ambuja Neotia,Kolkata,4.4,['Chinese'],599,72,66,66,Salt Lake,False,False
Fine,257581,Chilli flakes,Kolkata,4.0,"['Chinese','Asian']",300,57,51,51,salt lake,False,False
Fine,259773,Beijing Bites,Kolkata,3.7,"['Chinese','Asian']",300,58,52,52,salt lake,False,False
Fine,109119,Empty stomach,Kolkata,0.0,"['Chinese','Indian']",250,64,58,58,Sector 4 Salt Lake,False,False
Fine,319440,Kitchen@99,Kolkata,3.5,"['Chinese','Asian']",300,59,53,53,Salt Lake,False,False
Fine,255891,Food Point,Kolkata,0.0,"['Chinese','Tibetan']",250,61,55,55,Salt lake,False,False
Fine,242145,Calcutta King,Kolkata,4.1,"['Chinese','Asian']",500,59,53,53,salt lake city sector 2,False,False
Fine,24030,The Orient,Kolkata,4.2,"['Chinese','Japanese','Thai','Burmese','Tibetan','Thalis']",1000,68,62,62,City Center 1 Mall,False,False
Fine,65184,Sonar Tori,Kolkata,4.1,"['Bengali','Indian','Bangladeshi']",800,66,60,60,Bidhannagar,False,False
